gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
0,0,0,0,-1.2402833212494253,1,0,1,0,0,0,0,0,0,0,0,2,0.1593966365289892,-0.9442622464472076
1,1,0,0,-1.1994277888464184,0,1,0,0,0,2,0,0,2,0,1,2,-0.7935451007552581,-0.9499854366216418
1,0,0,0,0.1896603128558109,1,2,0,2,2,2,2,2,2,1,1,0,0.859892404813374,0.4759286126681449
1,0,1,0,0.679926701691892,1,2,0,2,0,2,2,2,2,1,0,2,0.6509139536545478,0.7855996053496845
0,1,0,0,-0.30060607598027,1,2,1,0,2,0,0,0,2,0,1,2,0.8297995078465034,-0.0416333960793233
1,1,1,0,1.5787484145580404,1,2,1,2,2,2,2,2,2,2,1,0,1.677416105746702,2.534487197456182
0,0,1,1,-0.954294594428378,1,0,0,0,2,0,2,2,0,1,1,3,0.0239786001780695,-0.7462045107968124
1,0,0,0,-1.0360056592343916,1,2,1,0,0,0,0,0,2,0,1,2,0.7328335065088079,-0.7342498934826471
0,0,1,0,1.5378928821550335,1,2,0,2,0,2,2,0,0,2,0,1,0.0139476345224459,1.0951380144750595
0,0,1,0,-1.281138853652432,1,0,0,0,0,0,0,2,0,0,0,3,-0.3237615425502168,-0.9840152160371956
0,0,1,0,-0.5865948028013173,1,0,0,0,0,0,2,0,0,0,1,3,-0.4876006482587366,-0.6067929014898455
1,0,1,1,1.170193090527973,1,0,1,0,2,2,2,2,2,1,0,1,1.3045985488793563,1.8417602137560545
0,0,1,0,-0.8725835296223645,1,0,0,0,0,0,0,0,0,0,1,2,-0.6965790994175628,-0.7946417033155747
0,0,1,0,0.8842043637069257,1,2,1,2,2,2,2,2,2,1,1,3,1.6640414848725371,1.6651368196855858
1,0,0,0,-1.0360056592343916,1,2,1,0,0,0,0,2,2,0,0,3,1.0070132344291878,-0.7187155201520403
1,0,1,1,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,1,3,0.1928331887144014,-0.977187162894724
0,0,1,0,1.619603946961047,1,2,1,2,2,0,0,0,0,2,1,0,0.6408829879989243,1.666352168950427
1,0,1,0,-0.5048837379953037,1,0,2,1,1,1,1,1,1,1,0,3,-1.4789944205562076,-0.8238984747092066
1,1,1,0,1.5378928821550335,1,0,1,2,2,2,0,2,2,2,0,1,1.3530815495482036,2.31143746146878
0,0,0,0,-1.2402833212494253,1,0,0,0,0,0,0,0,0,0,0,2,-0.6464242711394445,-0.971110416570518
0,0,0,0,0.3530824424678379,1,2,1,0,2,2,0,2,2,0,1,2,1.3848462741243452,0.95535075175896
1,1,1,0,1.33361522014,1,2,1,0,2,2,0,2,2,1,1,0,1.2795211347402973,1.9934799965269585
0,0,1,1,-0.9134390620253712,1,0,2,1,1,1,1,1,1,2,0,3,-1.4957126966489138,-0.910829093034394
1,0,0,0,-0.9951501268313848,1,0,1,0,0,2,0,2,2,0,1,2,0.9969822687735642,-0.6812385682762097
1,0,1,1,-0.5865948028013173,1,0,1,0,0,0,2,0,2,0,1,2,0.6927096438863131,-0.300635373046665
0,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,2,2,0,0,2,0.8582205772041035,-0.9683924536691456
0,1,0,0,0.2305158452588177,1,0,0,2,2,0,0,0,0,0,1,1,-0.2585602657886632,-0.0137466547660578
1,0,1,0,0.7616377664979054,1,0,0,2,2,2,2,2,2,2,1,1,0.6341956775618418,0.8950915254821971
1,0,0,0,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,1,0,-1.51243097274162,-0.9997263674426882
0,0,0,0,0.3530824424678379,1,2,1,2,2,2,2,2,2,0,1,0,1.6590260020447252,0.9924741474850188
0,0,0,0,-1.2402833212494253,1,0,2,1,1,1,1,1,1,0,0,3,-1.5241337660065142,-0.9887882240591174
1,0,1,0,0.7616377664979054,1,2,0,0,0,0,2,2,2,2,1,0,0.3449695011580267,0.7157280712509955
1,0,1,0,1.2110486229309796,1,2,1,0,0,2,2,2,2,2,1,0,1.428313791965381,2.04662390528956
1,1,0,0,-0.954294594428378,1,2,1,0,0,0,0,0,2,0,1,2,0.6743195401843365,-0.6784985081154767
0,0,0,0,-1.1585722564434118,1,2,2,1,1,1,1,1,1,1,0,2,-1.370325625953618,-0.9653209346180016
0,0,1,1,-1.1994277888464184,1,2,0,0,2,2,0,2,0,0,1,0,0.1426783604362831,-0.9045534713759412
1,0,1,0,1.2519041553339865,1,0,0,2,2,0,2,2,0,1,0,1,0.1978486715422129,0.9577151585105604
1,0,0,0,0.0670937156467907,1,2,1,0,2,0,2,2,2,0,1,2,1.3530815495482036,0.5563626367412722
0,0,0,0,1.619603946961047,1,2,1,2,2,2,2,2,2,2,0,1,1.677416105746702,2.706138708170482
0,0,1,0,0.0670937156467907,1,2,0,2,2,0,2,0,0,0,0,2,-0.0746592287688962,-0.0030294839760944
0,0,1,1,-0.0554728815622295,1,0,0,2,0,2,2,2,2,1,1,3,0.5439169866612293,0.116671369981084
1,0,0,0,-1.1994277888464184,1,0,0,0,0,2,0,0,0,0,1,2,-0.5260526832719606,-0.9336997564727696
1,0,0,0,1.619603946961047,0,1,0,2,2,2,2,2,2,2,1,0,-0.0395508489742132,0.964786281506
0,0,1,0,-0.8725835296223645,1,2,1,0,2,0,0,2,2,0,1,2,1.241069099727073,-0.5022286701947802
0,0,0,0,1.0476264933189527,1,0,1,2,2,2,0,2,2,1,1,2,1.3898617569521572,1.7077182384737497
1,0,0,0,0.7616377664979054,1,2,2,1,1,1,1,1,1,2,0,3,-1.3419045565960177,-0.4627850622358428
0,0,0,0,-1.281138853652432,1,0,0,0,0,0,2,0,0,0,1,2,-0.4240711991064533,-0.9853410515988406
1,0,1,1,-0.0146173491592227,1,0,2,1,1,1,1,1,1,2,0,3,-1.5358365592714085,-0.737078342680823
0,0,1,0,0.5573601044828717,1,0,0,0,2,0,2,2,0,2,1,1,-0.0228325728815072,0.321623450552033
0,1,0,0,-0.3823171407862835,1,0,1,2,0,0,0,0,0,0,1,0,0.3516568115951092,-0.282051577924275
0,1,1,0,1.3744707525430069,1,2,0,0,2,2,0,2,0,1,1,0,0.1995204991514834,1.085901360062267
1,0,1,0,-1.0768611916373982,1,0,1,0,2,2,0,0,2,0,1,2,0.873267025687539,-0.773737695960306
0,0,0,0,-1.2402833212494253,1,2,1,0,0,0,0,2,2,0,1,2,1.0120287172569995,-0.9213915830088322
1,0,0,0,1.4970373497520268,1,2,0,2,2,2,2,0,2,1,1,1,0.4586537785884279,1.3588467076862407
1,1,0,0,0.3530824424678379,1,2,1,0,0,2,0,2,2,0,1,2,1.1206975118595894,0.8423453673880885
0,0,1,0,1.5787484145580404,1,2,1,2,2,0,0,2,0,1,0,3,1.0287469933497058,2.0219854611023247
1,0,1,0,-0.5865948028013173,1,2,0,0,2,0,0,0,0,0,0,1,-0.2702630590535575,-0.5334741949308796
1,0,1,1,-0.5457392703983105,0,1,0,2,2,0,0,0,0,0,1,3,-1.0008517243048134,-0.7387356371328792
1,0,0,1,-1.281138853652432,0,1,0,0,0,0,0,0,0,0,0,3,-1.3602946602979944,-0.99771551684086
0,0,0,0,-0.9134390620253712,1,2,1,0,0,0,0,0,2,0,0,2,0.7211307132439138,-0.6412204315738929
1,0,0,0,-1.281138853652432,1,0,0,0,0,0,0,0,0,0,0,3,-0.6848763061526685,-0.9887882240591174
0,1,0,0,-1.117716724040405,1,0,1,2,2,0,0,0,0,0,0,2,0.5288705381777937,-0.8427695342032865
0,0,0,0,-0.7500169324133442,1,0,0,0,0,0,2,0,2,1,0,1,-0.1933589890271093,-0.6668532524323619
1,1,1,0,-0.0963284139652362,1,0,0,0,2,0,0,0,0,0,1,0,-0.4842569930401953,-0.3333393169005739
1,0,1,0,1.0884820257219594,1,2,1,2,2,2,0,2,2,1,1,2,1.5135770000381823,1.841274074050118
1,0,0,0,-1.281138853652432,1,0,0,0,0,0,0,0,0,0,1,2,-0.6430806159209033,-0.9882357925750986
0,0,0,0,0.9250598961099324,1,2,1,2,0,2,0,0,0,1,1,1,0.6475702984360069,1.020051527167234
1,0,1,0,-0.3414616083832767,1,2,1,0,0,2,0,2,2,0,1,2,1.2093043751509314,0.0486339084093372
0,0,1,0,-1.117716724040405,1,0,1,2,0,2,0,0,2,0,1,3,0.8030502660981736,-0.8077011835977774
1,1,0,0,0.7207822340948987,1,2,1,0,0,0,0,2,2,0,1,2,1.0304188209589764,1.120306792886953
0,1,1,0,0.9659154285129392,1,2,0,2,2,2,2,0,0,1,1,1,0.1192727739064945,0.765557391109485
1,0,0,0,0.0262381832437839,0,1,0,0,2,0,0,2,0,1,1,2,-0.8620900327353529,-0.429904340307048
1,0,1,1,1.415326284946013,1,0,2,1,1,1,1,1,1,2,1,1,-1.5207901107879729,-0.4408645809499796
0,1,0,0,-1.2402833212494253,1,0,1,0,0,0,0,0,0,0,1,2,0.1928331887144014,-0.9454996929714096
0,0,1,1,0.1079492480497974,1,0,0,2,0,0,2,0,0,1,1,0,-0.3321206805965698,-0.1616436116675524
1,0,0,0,-1.0360056592343916,1,2,1,0,0,2,0,2,0,0,1,2,0.8548769219855624,-0.7461382190187301
1,0,1,1,0.9250598961099324,1,0,2,1,1,1,1,1,1,2,0,3,-1.4840099033840195,-0.4878212570915717
1,0,0,0,0.1488047804528042,1,2,1,0,0,0,0,0,2,0,1,2,0.669304057356525,0.3471236878543376
0,0,0,0,-0.9134390620253712,1,0,2,1,1,1,1,1,1,1,1,3,-1.507415489913808,-0.920794957006092
0,0,0,1,-0.954294594428378,1,0,0,0,0,2,2,2,2,0,1,3,0.2680654311315788,-0.7205274954196218
0,0,0,0,-1.1585722564434118,1,0,1,0,2,2,2,2,2,1,1,2,1.3631125152038277,-0.8122311217667311
0,0,1,1,-0.954294594428378,1,0,2,1,1,1,1,1,1,2,0,3,-1.4890253862118312,-0.9239548650946792
0,0,1,0,-1.2402833212494253,1,0,1,0,0,0,0,0,0,0,1,1,0.1844740506680484,-0.939997475390583
1,0,1,0,0.5982156368858784,1,2,1,2,0,2,2,2,2,1,1,1,1.5369825865679705,1.3232038283373524
1,0,0,0,-1.1994277888464184,1,2,1,0,0,0,0,0,0,0,1,2,0.3182202594096971,-0.9069620726462628
1,0,0,1,0.2305158452588177,1,2,1,0,2,0,0,0,0,0,1,3,0.5673225731910174,0.3800486043018539
0,0,1,0,1.2519041553339865,1,2,1,0,2,2,0,2,2,1,1,2,1.42497013674684,2.029410140247537
1,0,1,1,1.619603946961047,0,1,0,2,2,2,0,0,0,2,0,1,-0.8821519640466002,0.2126839619035394
0,1,1,0,-0.4231726731892902,1,2,2,1,1,1,1,1,1,1,0,0,-1.3134834872384171,-0.7658710716278793
1,0,0,0,0.1488047804528042,1,2,1,0,0,0,0,0,2,0,1,2,0.6642885745287129,0.3395885224123222
0,1,0,0,0.9659154285129392,1,2,1,0,2,2,2,2,2,1,1,2,1.5737627939719243,1.828391371842801
0,0,1,1,0.4347935072738514,1,2,2,1,1,1,1,1,1,1,1,0,-1.3519355222516412,-0.5694927276889008
1,0,1,1,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,1,2,0.2045359819792955,-0.9770324820791988
0,0,0,0,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,1,3,-1.5308210764435966,-0.9999694372956566
1,1,0,0,1.4970373497520268,1,0,2,1,1,1,1,1,1,2,0,1,-1.490697213821102,-0.4090003329517793
1,0,1,0,-1.117716724040405,1,2,1,0,2,0,2,0,0,0,1,2,0.686022333449231,-0.8311463757795324
1,1,0,0,-1.281138853652432,0,1,0,0,2,2,0,0,2,0,1,2,-0.7216565135566219,-0.9892743637650536
1,0,0,0,-1.281138853652432,1,0,0,0,0,0,0,0,0,0,1,3,-0.6932354441990215,-0.988898710355921
1,0,0,0,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,0,3,-1.5207901107879729,-0.999836853739492
1,0,0,0,-1.117716724040405,1,2,1,0,2,2,0,2,2,0,0,3,1.3112858593164385,-0.7689204934196625
0,0,1,1,1.0476264933189527,1,0,0,0,0,0,0,0,0,1,1,3,-0.694907271808292,0.0580252436376556
0,0,0,0,-1.2402833212494253,1,0,1,0,0,2,0,0,0,0,1,2,0.3650314324692738,-0.937367901526654
1,0,1,1,-0.7091614000103375,1,2,0,0,0,2,2,0,0,0,1,0,-0.1749688853251327,-0.6251999185373497
1,0,0,0,-1.1994277888464184,1,0,0,2,0,0,0,0,0,0,1,3,-0.4926161310865484,-0.9373237070079324
0,0,0,0,-0.7091614000103375,1,0,0,0,0,0,0,2,0,1,0,3,-0.2919968179740754,-0.5965618704058187
1,0,1,1,-0.9951501268313848,1,0,2,1,1,1,1,1,1,0,0,1,-1.51243097274162,-0.933390394841719
1,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,2,0,0,1,2,0.4737002270718634,-0.973474823322118
0,1,1,1,1.33361522014,1,2,1,0,2,2,0,2,2,1,1,2,1.4232983091375695,2.1061981165261408
1,0,1,1,1.619603946961047,1,2,2,1,1,1,1,1,1,2,0,1,-1.3636383155165357,-0.2417903713689898
0,0,1,1,1.619603946961047,0,1,0,2,2,2,2,2,2,2,0,0,-0.0144734348351541,0.992717217337987
0,1,1,0,-1.1585722564434118,1,2,1,2,0,0,0,2,2,0,1,2,1.1608213744820837,-0.8547683460361732
0,0,1,1,1.170193090527973,1,2,0,2,2,2,2,0,2,1,1,2,0.485403020336758,1.1220082818577308
1,0,1,0,1.170193090527973,1,2,0,0,2,2,0,2,2,2,0,0,0.5355578486148762,1.171484045566448
0,0,1,1,1.2110486229309796,1,0,0,2,0,2,0,0,0,1,0,1,-0.3388079910336524,0.5054063566553844
0,0,1,1,-0.3823171407862835,1,0,1,0,2,2,2,0,0,0,0,2,0.6325238499525713,-0.1686042483661884
1,0,1,0,1.619603946961047,1,2,1,2,2,2,2,2,2,2,1,0,1.702493519885761,2.71493341739606
1,0,0,0,1.33361522014,1,2,2,1,1,1,1,1,1,2,1,0,-1.3302017633311234,-0.2460551424256144
0,0,1,1,1.2927596877369931,1,2,1,2,2,0,2,2,2,2,0,0,1.518592482865994,2.084012468127948
0,1,1,0,1.3744707525430069,1,2,1,0,2,2,0,2,2,1,0,1,1.3280041354091443,2.005412516581763
0,0,0,0,1.33361522014,0,1,0,2,0,2,2,2,2,2,0,1,-0.1649379196695089,0.7245006832172128
1,0,0,0,-1.281138853652432,1,2,1,0,0,0,0,0,0,0,1,2,0.3483131563765678,-0.9751321177741744
0,0,1,0,-0.9951501268313848,1,0,2,1,1,1,1,1,1,0,0,0,-1.4957126966489138,-0.9393566548691212
0,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,0,2,0.1878177058865894,-0.9772534546728064
0,0,1,1,-0.137183946368243,1,2,2,1,1,1,1,1,1,2,0,3,-1.2967652111457113,-0.7023414509657252
1,0,0,0,-0.9134390620253712,1,2,0,2,0,0,0,0,0,0,1,1,-0.3471671290800054,-0.7572973349959085
0,1,0,0,0.1896603128558109,1,2,1,2,2,0,0,2,2,0,1,0,1.3998927226077809,0.7844505478629256
0,0,1,1,1.2927596877369931,1,2,0,0,2,0,0,0,0,1,1,0,-0.3689008880005233,0.4941367543814022
1,0,1,1,-1.0360056592343916,1,0,0,0,0,2,0,0,0,0,0,2,-0.5410991317553959,-0.8580387404215642
1,0,0,1,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,1,2,0.2262697408998136,-0.976745217707509
1,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,2,2,0,1,2,0.8364868182835858,-0.9686797180408356
1,0,1,1,1.0476264933189527,1,0,2,1,1,1,1,1,1,1,1,2,-1.5157746279601612,-0.5183817667874879
0,0,1,0,0.8433488313039189,1,2,1,0,2,0,0,2,2,0,1,1,1.1206975118595894,1.2673861511921
1,0,0,0,0.1079492480497974,1,2,2,1,1,1,1,1,1,0,1,2,-1.3134834872384171,-0.610107490393958
0,1,1,0,1.5378928821550335,1,2,1,2,2,2,2,2,2,2,1,1,1.608871173766607,2.5216707870269475
0,0,1,0,-1.2402833212494253,1,2,1,0,0,0,0,2,0,0,1,2,0.6408829879989243,-0.949167838025294
1,0,0,0,-0.9134390620253712,1,2,0,0,0,0,0,2,2,0,1,1,0.2429880169925197,-0.6573956254259613
1,0,0,0,-1.1994277888464184,1,0,2,1,1,1,1,1,1,0,0,3,-1.5057436623045373,-0.9798830285367354
0,0,0,0,-0.0963284139652362,1,0,1,0,0,0,2,2,2,1,1,0,0.9869513031179408,0.1574850080203878
1,0,0,0,0.3939379748708447,1,2,1,0,2,0,0,2,2,0,1,2,1.23270996168072,0.8802200699324126
1,0,0,0,-0.5457392703983105,1,0,2,1,1,1,1,1,1,1,0,3,-1.5408520420992202,-0.885019494101039
0,1,0,0,-0.8725835296223645,1,2,0,2,0,0,0,0,0,0,1,2,-0.310386921676052,-0.7517288256369997
1,0,1,0,1.5787484145580404,1,2,1,0,2,2,2,2,2,2,1,1,1.461750344150793,2.390545649980261
0,0,0,1,0.1079492480497974,1,0,2,1,1,1,1,1,1,1,1,1,-1.4973845242581842,-0.7235769172114052
1,1,1,0,0.7616377664979054,1,2,1,2,0,2,0,2,0,0,1,0,0.9668893718066932,1.0912488968275678
1,1,0,0,-0.5048837379953037,1,0,1,0,0,0,0,0,0,0,0,1,0.214566947634919,-0.3944603362924062
1,1,1,0,0.0262381832437839,1,0,1,2,2,0,2,0,2,1,1,2,0.95853023376034,0.3419529291639224
0,0,1,0,1.5787484145580404,1,2,1,0,2,2,0,2,2,2,1,0,1.3463942391111214,2.330485299037745
0,1,0,0,1.3744707525430069,1,2,1,2,0,0,0,2,2,2,1,0,1.254443720601238,1.851792369505835
0,0,0,0,-0.954294594428378,1,2,1,0,0,0,0,0,0,0,1,2,0.3299230526745911,-0.6961321210853547
1,0,0,1,-1.281138853652432,1,0,0,2,0,0,0,0,0,0,0,3,-0.4775696826031129,-0.9860481638983845
1,0,1,1,-0.0963284139652362,1,2,0,2,0,0,0,0,0,0,1,0,-0.3488389566892759,-0.3062922714430168
1,0,0,0,-1.0360056592343916,1,2,1,0,0,0,0,2,2,0,1,2,0.9685611994159636,-0.7275102293776186
0,0,0,0,-1.2402833212494253,1,0,1,0,0,0,0,0,2,0,0,2,0.5305423657870643,-0.9379424302700334
0,1,0,0,-0.6683058676073308,1,2,1,0,0,0,0,2,2,0,1,2,1.045465269442412,-0.3325880100823084
0,0,0,0,0.0670937156467907,1,0,1,0,0,0,0,0,0,0,1,1,0.1710994297938833,0.0593731764586612
0,1,0,0,-1.117716724040405,0,1,0,0,2,0,0,0,0,0,0,2,-1.2181893135099926,-0.9504936735869388
0,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,0,2,0.2162387752441895,-0.9768778012636736
1,0,1,0,1.415326284946013,1,2,0,2,2,2,2,0,0,2,0,1,0.2011923267607544,1.0586112447517413
1,0,1,1,-0.464028205592297,1,0,2,1,1,1,1,1,1,1,0,3,-1.507415489913808,-0.8536855803274966
1,0,1,1,1.4970373497520268,1,2,0,0,2,2,2,2,2,2,1,0,0.5706662284095589,1.4671011812945511
1,0,1,0,-0.8725835296223645,1,0,0,0,0,0,0,0,0,0,1,0,-0.6347214778745502,-0.7777593971639623
1,0,0,0,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,0,3,-1.490697213821102,-0.9994391030709984
1,0,0,0,-1.281138853652432,1,0,0,0,0,0,2,0,0,0,0,1,-0.5310681660997724,-0.9867552761979284
0,0,0,0,0.1488047804528042,1,2,1,0,2,2,0,2,2,1,1,0,1.334691445846227,0.7091872824802137
0,0,0,0,-0.5865948028013173,1,2,1,0,0,0,2,2,2,0,1,0,1.169180512528437,-0.223096089949796
0,0,1,0,1.619603946961047,1,2,2,1,1,1,1,1,1,2,1,3,-1.3001088663642524,-0.2235159378776502
1,0,1,1,0.9250598961099324,1,0,0,2,2,0,2,0,0,2,0,0,-0.2451856449144983,0.337931227960266
0,0,0,0,-1.281138853652432,1,0,0,0,0,0,0,0,0,0,1,3,-0.6982509270268332,-0.9889650021340034
1,0,1,0,-1.117716724040405,0,1,0,0,0,0,0,0,0,0,1,2,-1.3352172461589351,-0.9640392935750782
0,0,1,1,1.2110486229309796,0,1,0,2,2,0,2,2,0,2,0,0,-0.5410991317553959,0.3212036026241789
1,0,1,0,-1.1994277888464184,1,0,2,1,1,1,1,1,1,0,1,1,-1.4823380757747489,-0.9858050940454162
0,0,0,0,-0.9951501268313848,1,0,1,0,0,0,0,2,0,0,1,0,0.5054649516480051,-0.7323716264369834
1,0,0,0,-1.281138853652432,1,0,2,1,1,1,1,1,1,0,1,2,-1.5057436623045373,-0.9996379784052452
0,0,1,0,-0.7091614000103375,1,0,1,0,0,0,0,2,2,0,0,2,0.7779728519591146,-0.3938416130303053
0,0,0,0,-0.790872464816351,1,0,0,2,2,0,2,0,2,0,0,0,0.0975390149859764,-0.636182256439642
1,0,0,0,-0.9134390620253712,1,2,2,1,1,1,1,1,1,0,1,2,-1.3669819707350768,-0.9082879082079078
0,0,0,0,-0.790872464816351,1,2,1,2,0,0,0,2,2,0,1,2,1.1858987886211427,-0.407873372724381
0,0,1,1,1.415326284946013,1,2,1,0,2,2,2,2,2,1,1,1,1.5871374148460888,2.256879328107089
1,0,0,0,0.1079492480497974,1,0,0,2,2,2,0,0,0,1,0,3,-0.1231422294377437,-0.115150977972536
0,0,1,1,1.619603946961047,1,2,1,2,0,2,2,2,2,2,0,3,1.4232983091375695,2.34007550960031
0,0,0,0,0.0670937156467907,1,0,1,0,2,0,0,0,0,0,1,1,0.3031738109262615,0.1072579374934047
1,0,0,0,-0.954294594428378,1,0,0,2,0,0,2,0,2,0,0,3,0.0022448412575519,-0.7663130168150942
0,1,1,0,0.3939379748708447,1,2,1,2,0,2,0,2,2,1,1,0,1.348066066720392,1.024161617408333
0,0,0,0,-1.2402833212494253,0,1,0,0,0,0,0,0,0,0,0,2,-1.3502636946423707,-0.9879043336846872
0,0,0,0,0.2713713776618244,0,1,0,0,0,2,0,2,2,0,1,2,-0.4725541997753011,-0.1194820408072428
1,1,1,0,-0.8317279972193578,1,0,1,0,0,0,0,0,2,0,1,2,0.5205114001314407,-0.5884742734797844
0,1,0,0,-1.1994277888464184,1,2,1,0,0,0,0,0,0,0,1,1,0.3399540183302147,-0.895162136147623
1,0,0,0,-0.8317279972193578,0,1,0,2,2,0,2,2,0,0,1,0,-0.4658668893382185,-0.7407022932159858
0,1,0,0,0.5982156368858784,1,2,1,0,2,0,2,2,0,0,1,2,1.0086850620384582,0.9823536026977956
1,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,1,2,0.1493656708733652,-0.9777616916381036
1,1,1,0,-0.30060607598027,1,2,1,2,0,0,0,0,2,1,1,2,0.8080657489259852,-0.0460970424701948
0,0,0,0,-1.1585722564434118,1,0,1,0,0,0,0,0,2,0,1,2,0.4770438822904049,-0.8682034797275089
0,0,1,0,1.33361522014,1,2,1,2,2,0,2,2,0,1,1,0,1.1792114781840606,1.927652260891287
1,0,1,1,0.2305158452588177,1,2,1,0,0,2,2,2,0,2,1,0,1.0036695792106467,0.5897736928947249
0,0,1,1,0.1896603128558109,1,2,1,0,0,0,0,2,2,0,1,2,1.0153723724755408,0.4562620518370781
0,0,0,0,-0.8317279972193578,1,0,1,0,0,2,0,2,2,0,1,2,1.0404497866146,-0.5390206070304278
0,0,0,0,-1.281138853652432,1,0,1,0,0,2,0,0,0,0,0,2,0.3834215361712504,-0.9746680753275988
0,0,0,0,-0.8317279972193578,0,1,0,2,0,0,2,0,0,1,1,3,-1.0459910697551198,-0.8159655585986977
0,1,0,0,0.3122269100648312,0,1,0,2,2,0,0,2,2,0,1,2,-0.3036996112389696,-0.0761935097195352
0,0,0,0,1.129337558124966,0,1,0,0,2,0,0,2,2,0,1,2,-0.4708823721660305,0.3295342694031813
0,0,0,0,-0.627450335204324,1,0,2,1,1,1,1,1,1,2,0,3,-1.5207901107879729,-0.8501721160891376
0,0,0,0,-1.0768611916373982,1,0,1,2,2,2,2,0,2,0,1,0,1.1123383738132362,-0.7576287938863198
0,0,1,1,1.0476264933189527,1,2,0,2,0,2,2,2,0,2,0,3,0.3650314324692738,0.943108870073105
0,1,0,0,-0.30060607598027,1,2,1,2,2,0,0,2,2,0,1,3,1.2678183414754027,0.1672519966578389
0,0,1,0,1.170193090527973,1,2,2,1,1,1,1,1,1,2,0,3,-1.353607349860912,-0.3817765094193361
1,0,1,1,-0.1780394787712498,1,2,1,0,0,0,0,2,2,1,0,0,0.9133908883100338,0.1265709421746997
0,0,1,1,-0.3414616083832767,1,2,0,2,0,2,0,2,2,2,0,1,0.4586537785884279,-0.1922925104009115
0,0,1,1,-0.8317279972193578,1,2,1,0,2,2,0,0,0,0,1,2,0.6559294364823599,-0.6031910482140433
0,0,0,0,-1.281138853652432,1,2,0,0,0,0,0,0,0,0,1,0,-0.4993034415236307,-0.9863354282700744
1,0,1,0,1.2519041553339865,1,0,2,1,1,1,1,1,1,2,0,3,-1.5258055936157846,-0.4614371294148371
1,0,0,0,-1.281138853652432,1,0,1,0,0,0,0,0,0,0,1,2,0.1727712574031538,-0.9774523300070528
0,0,1,0,-1.0768611916373982,1,2,1,0,2,2,0,2,2,0,1,2,1.3514097219389332,-0.7674620743018531
1,0,1,0,-0.5865948028013173,1,0,1,0,0,2,2,0,0,0,0,2,0.4452791577142633,-0.3593035966494542
0,0,1,1,0.5165045720798649,1,0,0,0,2,0,2,0,0,1,1,1,-0.3588699223448997,0.0168138549298583
0,0,0,0,-0.954294594428378,1,0,1,0,0,0,0,2,0,0,1,0,0.4268890540122866,-0.6927954349218814
0,0,0,1,0.5573601044828717,1,0,1,2,2,0,2,2,2,1,1,0,1.348066066720392,1.1230247557883253
1,0,0,0,-0.5457392703983105,1,0,1,0,2,0,0,0,0,0,1,1,0.29983015570772,-0.3788596711837173
1,0,0,0,-0.627450335204324,1,0,2,1,1,1,1,1,1,2,0,1,-1.5191182831787022,-0.8453107190297727
1,0,1,0,-1.1585722564434118,0,1,0,0,2,0,0,2,2,0,1,2,-0.546114614583208,-0.9195796077412508
0,0,0,0,0.4347935072738514,0,1,0,0,0,2,0,2,2,0,1,0,-0.5293963384905018,-0.090843992675712
1,0,1,0,-0.9134390620253712,1,2,1,0,0,0,0,0,2,0,1,2,0.6810068506214191,-0.6304148717464865
0,0,0,0,-0.0554728815622295,1,2,1,2,2,0,0,2,2,0,0,2,1.3196449973627915,0.4082889017648915
0,0,0,0,-0.9134390620253712,0,1,0,2,0,0,0,0,0,0,0,3,-1.1747217956689568,-0.8749873383512589
0,0,1,0,-1.2402833212494253,0,1,0,0,0,0,0,2,2,0,0,2,-0.6781889957155859,-0.9654977126928878
0,0,1,0,0.0262381832437839,1,0,2,1,1,1,1,1,1,0,0,3,-1.4990563518674551,-0.7125503847903913
1,0,1,1,-0.8725835296223645,1,2,0,2,0,0,0,2,0,0,1,0,0.0089321516946344,-0.6887295391995037
0,0,1,0,1.129337558124966,1,0,1,2,0,0,2,2,2,2,1,2,1.0805736492370943,1.4716753139822265
0,1,1,1,1.619603946961047,1,2,0,2,2,2,2,2,2,2,0,1,0.9217500263563868,1.8378269015898407
0,0,0,0,-0.5048837379953037,1,0,2,1,1,1,1,1,1,1,0,3,-1.5174464555694316,-0.8302403881457416
0,1,0,0,-0.7500169324133442,1,2,1,0,2,0,0,0,0,0,1,2,0.4703565718533224,-0.521453285838632
1,0,0,0,-0.5457392703983105,0,1,0,0,0,2,0,2,0,0,1,2,-0.8436999290333763,-0.6843100873273539
